rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.52,13.58,-71.18,8.5,1,q1_q17_dr25_tce,5282,52,-195,2.932,0.033,-0.027,8.243,0.25,-2.251,295.14056,49.55706,13.015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11597.35,7737.68,-5421.27,20.6,1,q1_q17_dr25_tce,6124,165,-184,4.196,0.198,-0.132,1.315,0.295,-0.295,286.47849,49.64114,12.174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.76,344.79,-128.18,18,3,q1_q17_dr25_tce,5953,161,-179,4.433,0.087,-0.203,0.99,0.3,-0.129,292.65387,49.644138,14.095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,1.87,-0.59,11.9,1,q1_q17_dr25_tce,6450,144,-192,4.386,0.067,-0.216,1.155,0.389,-0.13,284.19217,44.762112,13.971
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,1.84,-0.58,14.9,2,q1_q17_dr25_tce,6450,144,-192,4.386,0.067,-0.216,1.155,0.389,-0.13,284.19217,44.762112,13.971
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.38,-0.46,11.4,1,q1_q17_dr25_tce,6214,174,-217,4.442,0.052,-0.208,1.076,0.335,-0.112,289.29507,44.71656,14.495
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.33,-1.55,13.9,1,q1_q17_dr25_tce,6179,167,-223,4.134,0.246,-0.164,1.555,0.451,-0.451,294.13348,44.71735,13.732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,1.31,-0.42,10.4,1,q1_q17_dr25_tce,6008,163,-181,4.519,0.052,-0.208,0.897,0.277,-0.092,289.48599,44.886089,14.077
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,2.47,-2.09,15.7,1,q1_q17_dr25_tce,6028,181,-181,4.013,0.42,-0.14,1.63,0.433,-0.65,298.21265,44.80479,13.936
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,1.33,-0.5,10.8,1,q1_q17_dr25_tce,6388,171,-209,4.427,0.067,-0.202,1.033,0.31,-0.133,291.19321,43.475128,14.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.77,-0.25,15.3,1,q1_q17_dr25_tce,5741,153,-170,4.502,0.062,-0.188,0.898,0.26,-0.087,295.22299,43.590439,15.023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74,1.66,-1.08,7.5,1,q1_q17_dr25_tce,4559,121,-134,4.653,0.025,-0.053,0.648,0.066,-0.044,282.90509,43.871769,15.326
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.04,-0.32,6,1,q1_q17_dr25_tce,6263,169,-188,4.46,0.054,-0.216,1.009,0.335,-0.112,289.66574,43.879459,13.814
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.37,-0.2,10.3,2,q1_q17_dr25_tce,5425,185,-185,4.484,0.104,-0.138,0.847,0.16,-0.107,295.49759,43.909611,15.876
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.05,11.16,-42.25,28.4,1,q1_q17_dr25_tce,5323,117,-327,2.51,0.036,-0.027,15.075,0.566,-5.09,289.64142,44.224751,13.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27692.04,18019.48,-17038.38,1440.7,1,q1_q17_dr25_tce,7652,211,-316,3.974,0.234,-0.136,2.242,0.486,-0.729,286.29077,47.076221,13.918
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484.21,2404.08,-840.48,3017.9,1,q1_q17_dr25_tce,6773,166,-261,4.306,0.056,-0.21,1.391,0.468,-0.167,292.25565,47.286301,13.99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.29,24.5,-8.3,2126.1,1,q1_q17_dr25_tce,6122,169,-190,4.487,0.05,-0.2,0.964,0.283,-0.101,296.59042,47.416908,14.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733.91,1519.28,-815.1,902.5,1,q1_q17_dr25_tce,7247,200,-343,4.111,0.124,-0.186,1.834,0.545,-0.363,297.47675,47.658981,12.465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30040.23,15622.29,-18150.39,145.3,1,q1_q17_dr25_tce,6875,164,-226,3.798,0.259,-0.111,2.856,0.503,-0.935,297.99118,47.768749,11.601
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4073.9,2980.79,-1157.08,23.8,1,q1_q17_dr25_tce,5724,154,-154,4.53,0.055,-0.165,0.827,0.205,-0.088,291.08887,42.613899,14.225
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.5,1125.22,-740.72,7.4,1,q1_q17_dr25_tce,6134,165,-202,4.142,0.246,-0.164,1.496,0.432,-0.432,291.24313,42.630169,12.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.58,5983.36,-1965.57,11.7,1,q1_q17_dr25_tce,6039,190,-232,4.478,0.054,-0.216,1.005,0.318,-0.106,291.39743,42.61702,15.77
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4998.98,2807.79,-3063.75,10.6,1,q1_q17_dr25_tce,6461,176,-176,3.846,0.3,-0.1,2.225,0.41,-0.762,296.40149,42.651058,13.063
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17335.4,10941.28,-10243.75,19.8,1,q1_q17_dr25_tce,5267,146,-182,3.655,0.222,-0.167,2.935,0.614,-0.921,283.11136,42.76107,12.055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.05,17.71,-42.02,2.6,3,q1_q17_dr25_tce,7365,203,-330,3.628,0.504,-0.056,3.638,0.341,-1.82,285.32791,45.753738,10.554
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849.94,1781.35,-568.9,301.7,1,q1_q17_dr25_tce,6014,198,-217,4.494,0.054,-0.216,0.958,0.3,-0.1,295.24326,46.794891,15.625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.53,8.68,-13.92,16,1,q1_q17_dr25_tce,6619,180,-200,3.595,0.296,-0.074,3.41,0.418,-1.255,296.23184,46.909012,13.357
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.4,148.35,-47.66,4.7,1,q1_q17_dr25_tce,5717,156,-156,4.538,0.035,-0.196,0.884,0.244,-0.081,294.56131,47.298092,14.331
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.39,117.08,-41.29,7.7,1,q1_q17_dr25_tce,5450,164,-164,4.573,0.028,-0.161,0.83,0.186,-0.062,282.05078,47.743992,14.811
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.12,-0.15,15.9,5,q1_q17_dr25_tce,3749,117,-143,4.674,0.072,-0.022,0.581,0.03,-0.07,291.52393,41.94294,15.084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8550.93,8184.99,-2725.67,33.7,1,q1_q17_dr25_tce,6322,175,-241,4.426,0.065,-0.208,1.075,0.349,-0.116,293.26727,42.42807,15.557
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.89,-0.28,8.9,1,q1_q17_dr25_tce,6018,190,-211,4.485,0.056,-0.224,0.975,0.318,-0.106,285.94116,44.994148,15.499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701.16,1476.88,-1154.7,31.1,1,q1_q17_dr25_tce,6429,181,-227,3.989,0.319,-0.147,1.908,0.559,-0.746,282.25177,43.493759,13.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.14,273.73,-88.04,18.8,1,q1_q17_dr25_tce,5706,156,-156,4.537,0.036,-0.192,0.886,0.244,-0.081,290.9725,50.267948,14.323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2730.51,2661.93,-839.19,12.8,1,q1_q17_dr25_tce,5866,182,-203,4.473,0.054,-0.216,1,0.322,-0.107,295.34967,45.114552,15.415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.85,59.35,-44.02,14.2,1,q1_q17_dr25_tce,5874,105,-117,4.338,0.126,-0.115,1.096,0.16,-0.144,298.57687,44.621609,12.863
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.86,8.71,-5.6,35,3,q1_q17_dr25_tce,5862,97,-80,4.05,0.033,-0.027,1.67,0.118,-0.082,289.08606,41.562958,11.565
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352.47,741.15,-323.45,8.3,1,q1_q17_dr25_tce,5521,165,-148,4.613,0.037,-0.112,0.734,0.127,-0.058,297.69662,46.264679,14.985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.44,275.86,-178.46,6.9,1,q1_q17_dr25_tce,5349,159,-159,4.478,0.115,-0.115,0.836,0.13,-0.106,286.80914,46.390411,13.805
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2623.55,2247.63,-768.54,10.8,1,q1_q17_dr25_tce,5806,163,-204,4.528,0.036,-0.192,0.899,0.26,-0.087,287.81287,46.340569,15.769
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44,2.41,-1.6,5.3,2,q1_q17_dr25_tce,3274,42,-32,5.044,0.044,-0.044,0.224,0.032,-0.026,289.24158,46.359711,15.61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.37,-0.14,8.1,1,q1_q17_dr25_tce,5580,150,-166,4.538,0.031,-0.178,0.886,0.207,-0.074,292.41211,46.36388,14.942
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.52,-0.18,12.3,1,q1_q17_dr25_tce,5769,155,-172,4.57,0.042,-0.168,0.812,0.212,-0.066,292.48166,46.371479,15.138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.54,-0.21,10.2,1,q1_q17_dr25_tce,5650,152,-169,4.487,0.06,-0.18,0.906,0.242,-0.104,292.58734,49.834469,15.328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484.49,2304.48,-744.43,9.7,1,q1_q17_dr25_tce,6325,168,-205,4.409,0.067,-0.202,1.112,0.353,-0.118,296.97861,49.817329,14.063
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6193.15,0,0,122.3,1,q1_q17_dr25_tce,5780,,,4.438,,,1,,,297.04431,49.9702,19.174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.26,117.47,-614.07,8.6,1,q1_q17_dr25_tce,5008,50,-213,2.706,0.03,-0.03,12.39,0.498,-4.486,286.56653,50.08947,13.56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5467.3,4836.71,-3182.07,190.6,1,q1_q17_dr25_tce,6929,216,-312,4.102,0.214,-0.175,1.704,0.496,-0.496,294.45728,50.03027,15.064
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.23,100.35,-32.72,9.4,1,q1_q17_dr25_tce,5968,161,-179,4.534,0.036,-0.204,0.881,0.257,-0.086,286.12177,50.279449,15.807
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.52,-0.18,8.7,1,q1_q17_dr25_tce,5652,152,-152,4.577,0.04,-0.16,0.798,0.194,-0.065,287.04742,44.987968,15.986
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,1.35,-0.5,17,1,q1_q17_dr25_tce,6060,191,-212,4.408,0.087,-0.203,1.068,0.337,-0.144,287.33807,44.918709,15.386
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,1.26,-0.46,12.3,3,q1_q17_dr25_tce,6060,191,-212,4.408,0.087,-0.203,1.068,0.337,-0.144,287.33807,44.918709,15.386
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.39,-0.17,14.2,1,q1_q17_dr25_tce,5374,159,-143,4.61,0.037,-0.105,0.744,0.122,-0.057,289.86804,44.96003,14.458
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1,218.1,-67.06,8.7,1,q1_q17_dr25_tce,5815,184,-204,4.54,0.037,-0.213,0.877,0.278,-0.087,296.42264,44.976181,15.654
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.24,-0.11,8.9,1,q1_q17_dr25_tce,5289,185,-167,4.588,0.028,-0.119,0.79,0.133,-0.061,300.69672,44.298409,15.953
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,1.69,-0.63,21.2,1,q1_q17_dr25_tce,6551,149,-216,4.367,0.065,-0.195,1.195,0.372,-0.149,296.40787,44.77364,13.993
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3119.75,2686.06,-873.02,10.2,1,q1_q17_dr25_tce,5651,154,-171,4.479,0.062,-0.2,0.953,0.279,-0.093,284.29565,44.895859,14.024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,1.62,-0.53,10.2,1,q1_q17_dr25_tce,5659,152,-169,4.538,0.034,-0.184,0.869,0.246,-0.082,286.86218,45.151569,15.112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,1.53,-0.5,27.7,1,q1_q17_dr25_tce,6268,173,-260,4.429,0.058,-0.232,1.1,0.384,-0.128,287.86737,45.321289,15.267
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2476.75,1018.83,-708.94,563,1,q1_q17_dr25_tce,5237,156,-140,4.543,0.088,-0.072,0.74,0.089,-0.08,296.82581,47.877399,12.735
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39,15.15,-5,1595.1,1,q1_q17_dr25_tce,5845,145,-174,4.558,0.044,-0.176,0.838,0.227,-0.071,290.13074,48.289848,15.354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.9,863.42,-272.87,822.9,1,q1_q17_dr25_tce,6244,169,-188,4.473,0.054,-0.216,0.971,0.305,-0.102,298.74158,48.326962,13.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12617.53,10057.47,-7672.31,741.5,1,q1_q17_dr25_tce,7360,232,-310,4.008,0.24,-0.16,2.024,0.526,-0.643,287.64722,48.646679,14.206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6213.27,5781.42,-3612.12,55.2,1,q1_q17_dr25_tce,8912,249,-427,4.05,0.181,-0.165,2.299,0.724,-0.658,298.64676,48.784649,11.991
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6597.1,5685.47,-1968.54,19.6,1,q1_q17_dr25_tce,6108,162,-198,4.471,0.062,-0.2,0.997,0.294,-0.105,291.59357,42.719299,14.549
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.1,87.02,-86.56,24.9,1,q1_q17_dr25_tce,3725,59,-66,4.787,0.055,-0.035,0.46,0.04,-0.049,291.60602,42.70372,15.742
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2676.11,1519.14,-575.96,9.1,1,q1_q17_dr25_tce,5481,163,-146,4.629,0.035,-0.112,0.708,0.128,-0.046,291.83051,42.867729,14.916
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,2.66,-0.89,10.6,1,q1_q17_dr25_tce,6174,169,-206,4.499,0.05,-0.2,0.939,0.276,-0.092,296.78555,42.880291,14.321
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.24,164.03,-54.41,8.6,1,q1_q17_dr25_tce,6072,163,-199,4.51,0.05,-0.2,0.923,0.276,-0.092,292.94757,42.904308,15.051
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.72,-0.25,12.1,2,q1_q17_dr25_tce,5743,330,-403,4.553,0.05,-0.2,0.853,0.278,-0.099,284.29269,48.704021,15.969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,1.74,-1.07,7.2,1,q1_q17_dr25_tce,6070,199,-199,4.186,0.351,-0.189,1.191,0.359,-0.359,293.96844,50.178219,13.889
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.29,-0.14,10.2,1,q1_q17_dr25_tce,5515,193,-193,4.509,0.077,-0.132,0.82,0.17,-0.099,289.09082,51.532009,14.322
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.5,-0.18,11.5,1,q1_q17_dr25_tce,6420,154,-192,4.492,0.05,-0.2,0.941,0.272,-0.091,289.52121,51.57468,13.892
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8720.57,9108.7,-2914.91,206.3,1,q1_q17_dr25_tce,6424,179,-246,4.388,0.07,-0.224,1.18,0.417,-0.139,298.81052,40.540199,14.068
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,0.93,-0.77,11.4,1,q1_q17_dr25_tce,5804,146,-146,4.214,0.228,-0.123,1.234,0.244,-0.299,289.75296,45.00629,12.283
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,0.65,-0.61,10.9,1,q1_q17_dr25_tce,5676,76,-76,4.175,0.188,-0.101,1.336,0.213,-0.26,296.37497,46.806492,13.114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.98,12.75,-13.88,15.9,1,q1_q17_dr25_tce,4763,131,-164,4.738,0.045,-0.021,0.516,0.023,-0.032,296.25168,39.18399,14.203
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4065.92,1468.57,-872.14,71.5,3,q1_q17_dr25_tce,5506,110,0,4.473,0.064,-0.096,0.914,0.111,-0.074,291.16953,42.640808,13.998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24545.75,16695.42,-15475.21,41.1,1,q1_q17_dr25_tce,5395,176,-176,3.739,0.26,-0.14,2.537,0.547,-0.889,291.69067,41.332878,13.078
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.45,601.66,-282.1,15.4,1,q1_q17_dr25_tce,5584,166,-149,4.428,0.12,-0.18,0.932,0.239,-0.147,288.0498,46.35833,15.123
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.04,202.41,-67.46,13.3,1,q1_q17_dr25_tce,5590,186,-186,4.56,0.031,-0.178,0.839,0.22,-0.073,298.48425,41.06921,15.892
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.11,250.5,-152.05,9.5,1,q1_q17_dr25_tce,5044,136,-151,4.64,0.03,-0.07,0.686,0.084,-0.052,294.77216,46.377731,15.457
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.72,848.55,-279.28,7.6,1,q1_q17_dr25_tce,5793,144,-173,4.485,0.065,-0.195,0.925,0.273,-0.091,295.39212,46.329639,14.007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.06,-0.58,10.9,2,q1_q17_dr25_tce,6165,154,-185,4.319,0.121,-0.148,1.177,0.265,-0.177,291.97656,46.414631,12.458
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.24,-0.1,14.4,1,q1_q17_dr25_tce,5189,171,-155,4.557,0.028,-0.119,0.85,0.128,-0.051,291.98297,46.486462,15.713
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,1.22,-0.48,13.4,1,q1_q17_dr25_tce,6306,168,-205,4.426,0.062,-0.187,1.076,0.296,-0.127,292.05267,46.43021,15.397
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.73,21.47,-7.38,8.6,1,q1_q17_dr25_tce,5979,190,-232,4.449,0.07,-0.21,1.004,0.311,-0.111,294.21954,50.260738,15.457
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,0.94,-0.68,7.3,1,q1_q17_dr25_tce,5412,161,-161,4.562,0.09,-0.06,0.712,0.082,-0.074,295.80801,50.227188,14.077
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.24,-0.12,9.6,1,q1_q17_dr25_tce,5254,158,-142,4.618,0.03,-0.09,0.73,0.103,-0.06,293.5318,50.311291,15.693
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,3.43,-1.09,8.1,1,q1_q17_dr25_tce,5910,184,-205,4.505,0.039,-0.221,0.94,0.297,-0.099,294.07483,50.39724,15.541
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.58,45.75,-36.84,8.9,1,q1_q17_dr25_tce,3932,229,-252,4.745,0.13,-0.07,0.52,0.085,-0.127,286.409,50.41811,15.521
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,1.5,-0.53,17,1,q1_q17_dr25_tce,6227,169,-206,4.377,0.101,-0.203,1.089,0.364,-0.145,293.064,45.03421,13.731
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.02,-0.01,9.1,2,q1_q17_dr25_tce,3737,66,-66,4.779,0.039,-0.024,0.466,0.028,-0.035,296.79715,45.027962,15.466
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.28,-0.21,10.4,1,q1_q17_dr25_tce,5332,160,-144,4.524,0.097,-0.06,0.762,0.087,-0.087,286.94946,45.142139,11.922
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.7,-0.23,11.2,1,q1_q17_dr25_tce,5931,161,-178,4.545,0.036,-0.192,0.863,0.246,-0.077,285.66858,45.45433,15.168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.35,-0.16,18.1,2,q1_q17_dr25_tce,5359,160,-144,4.403,0.144,-0.234,0.95,0.268,-0.157,290.3038,45.443291,12.933
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.07,160.22,-76.75,8.6,1,q1_q17_dr25_tce,5390,159,-159,4.591,0.035,-0.112,0.78,0.132,-0.066,293.66754,45.498451,15.964
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,0.78,-0.64,7.3,1,q1_q17_dr25_tce,5678,142,-128,4.161,0.26,-0.14,1.298,0.278,-0.34,298.90518,45.61084,11.858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.43,21.87,-26.34,10.2,1,q1_q17_dr25_tce,5125,88,-127,2.988,0.234,-0.156,6.69,1.27,-2.358,283.77472,45.910831,13.066
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.31,28.76,-10.27,6.8,1,q1_q17_dr25_tce,6477,179,-246,4.361,0.072,-0.203,1.187,0.409,-0.163,294.48926,46.140121,14.867
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.14,-0.38,8.8,1,q1_q17_dr25_tce,6146,164,-201,4.497,0.05,-0.2,0.943,0.273,-0.091,295.90207,46.116138,13.996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7605.89,6498.41,-2530.75,23.3,1,q1_q17_dr25_tce,6353,174,-217,4.397,0.065,-0.195,1.134,0.329,-0.141,298.15732,47.29166,14.784
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.61,43.27,-24.73,10.3,1,q1_q17_dr25_tce,6266,197,-241,4.209,0.214,-0.175,1.342,0.384,-0.314,290.478,48.854645,12.052
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3023.98,2879.99,-1061.95,1150.7,1,q1_q17_dr25_tce,6440,144,-192,4.313,0.09,-0.195,1.241,0.418,-0.179,286.61768,48.996811,13.296
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.36,8.72,-6.13,1834.5,1,q1_q17_dr25_tce,5260,157,-141,4.56,0.083,-0.06,0.717,0.08,-0.072,287.04657,48.993229,13.486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6852.37,6029.4,-3001.82,279.1,1,q1_q17_dr25_tce,6437,162,-194,4.237,0.149,-0.182,1.369,0.417,-0.278,295.62772,49.178242,13.548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.46,29.62,-25.07,1021.3,1,q1_q17_dr25_tce,5383,178,-129,3.908,0.338,-0.135,1.935,0.439,-0.658,289.39417,50.368069,12.387
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.3,269.19,-90.57,9.1,1,q1_q17_dr25_tce,5815,140,-157,4.54,0.044,-0.176,0.877,0.231,-0.077,293.13828,42.965141,14.688
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08,15.92,-5.16,11.4,1,q1_q17_dr25_tce,6031,189,-232,4.476,0.056,-0.224,0.966,0.315,-0.105,297.92322,42.938789,15.365
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483.43,410,-397.17,12.9,1,q1_q17_dr25_tce,4665,139,-139,4.584,0.054,-0.027,0.704,0.046,-0.064,292.75653,43.036888,15.678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.73,-0.23,9.9,1,q1_q17_dr25_tce,5959,160,-178,4.546,0.036,-0.204,0.859,0.252,-0.079,293.43799,43.476501,14.433
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2079.36,1761.1,-558.15,11.3,1,q1_q17_dr25_tce,5815,157,-157,4.52,0.06,-0.192,0.87,0.251,-0.084,287.24149,43.679661,15.186
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.38,21.31,-8.07,16.1,1,q1_q17_dr25_tce,9935,276,-415,4.205,0.144,-0.267,1.996,0.923,-0.497,291.2955,42.44994,9.397
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,0.99,-0.38,22.7,1,q1_q17_dr25_tce,6063,191,-233,4.473,0.07,-0.21,0.941,0.282,-0.121,293.7084,43.08815,15.564
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.26,-0.15,6.4,1,q1_q17_dr25_tce,5094,153,-138,4.612,0.035,-0.075,0.736,0.088,-0.059,287.89438,45.606468,15.492
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,1.18,-0.46,7,1,q1_q17_dr25_tce,5440,180,-180,4.497,0.055,-0.165,0.901,0.213,-0.091,293.6839,46.265541,16.652
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.41,-0.14,15.9,1,q1_q17_dr25_tce,5482,164,-147,4.566,0.038,-0.152,0.826,0.188,-0.063,291.28595,46.920551,14.806
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,2.02,-1.5,28.2,1,q1_q17_dr25_tce,6564,72,-85,4.198,0.126,-0.115,1.461,0.246,-0.221,293.60757,48.658379,13.328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,1.98,-0.89,11.2,6,q1_q17_dr25_tce,5573,182,-166,4.382,0.158,-0.193,0.981,0.283,-0.174,295.86533,50.13348,15.053
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.96,124.36,-86.74,13.2,4,q1_q17_dr25_tce,5374,160,-144,4.555,0.088,-0.064,0.721,0.082,-0.073,288.83136,47.551991,13.851
